epoch,loss
1,8.992794716660892
2,7.463173853010479
3,7.179472174869339
4,7.102345688023043
5,6.911894840369634
6,6.797671476038941
7,6.868056812194123
8,6.866698643316525
9,6.915368829701803
10,6.680963160481389
11,6.7099731916960375
12,6.690798739279916
13,6.274807648041805
14,6.68920549544919
15,6.63435686888689
16,6.515382069630375
17,6.470924116824241
18,6.409075552491784
19,6.681245498242085
20,6.460991893454647
